NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
314999,919,.29314321E-02,.96221733E-03,.89778900E-02,2.8958950,312.21782
315999,919,.29221838E-02,.89850117E-05,.89590549E-02,2.9048541,313.18373
316999,920,.29176080E-02,.14716377E-02,.89321136E-02,2.9137862,313.80210
317999,920,.29084818E-02,.15486973E-04,.88829994E-02,2.9226692,314.75876
318999,920,.28995402E-02,.56116743E-04,.90129375E-02,2.9316821,315.72942
319999,920,.28915645E-02,.34734389E-03,.88970661E-02,2.9405792,316.68759
320999,920,.28827209E-02,.52780683E-04,.88799000E-02,2.9494591,317.64392
321999,920,.28738654E-02,.31261023E-04,.89359283E-02,2.9583950,318.60628
322999,920,.28654420E-02,.15310231E-03,.90341568E-02,2.9674292,319.57922
323999,920,.28578647E-02,.41039772E-03,.89178085E-02,2.9763470,320.53963
324999,921,.28522887E-02,.10456802E-02,.88691711E-02,2.9852161,321.14249
325999,922,.28449040E-02,.44488840E-03,.89099407E-02,2.9941261,321.74840
326999,923,.28396420E-02,.11242438E-02,.90019703E-02,3.0031281,322.36286
327999,923,.28311873E-02,.66495160E-04,.88739395E-02,3.0120020,323.31541
328999,923,.28227469E-02,.54296943E-04,.88751316E-02,3.0208771,324.26809
329999,923,.28142118E-02,.61896085E-05,.89800358E-02,3.0298572,325.23202
330999,923,.28057567E-02,.15567038E-04,.89538097E-02,3.0388110,326.19315
331999,924,.27976176E-02,.10359714E-03,.90200901E-02,3.0478311,326.80402
332999,924,.27896603E-02,.14784383E-03,.89731216E-02,3.0568042,327.76616
333999,925,.27844432E-02,.10471435E-02,.90398788E-02,3.0658441,328.37676
